name,description,url,mistral_nemo_response,llama32_response,gemma2_response
Adieu téléphone fixe et ligne ADSL ! Orange accélère le démantèlement de son réseau cuivre d’ici 2030,"À l’horizon 2030, le réseau cuivre, qui permet encore à certains foyers d’accéder à la téléphonie fixe et à internet en ADSL, disparaîtra au profit de la fibre optique. Décryptage d’un changement d’ère",https://www.sudouest.fr/france/adieu-telephone-fixe-et-ligne-adsl-orange-accelere-le-demantelement-de-son-reseau-cuivre-d-ici-2030-21598430.php,Non,Non,Oui
Supercalculateur « IA militaire » : le tandem HP-Orange en passe d'écarter Atos,La Direction interarmées des réseaux d'infrastructure et des systèmes d'information (Dirisi) s'oriente vers Hewlett Packard Enterprise plutôt qu'Atos pour équiper d'un supercalculateur l'Agence ministérielle pour l'IA de défense. Le marché n'est pas encore signé.,https://www.latribune.fr/entreprises-finance/industrie/aeronautique-defense/supercalculateur-ia-militaire-le-tandem-hp-orange-en-passe-d-ecarter-atos-1008004.html,Oui,Non,Oui
Orange se renforce pour accélérer la réparation des téléphones cassés ou abîmés,"L'opérateur Orange a annoncé, jeudi, s'être associé à l'un des fleurons de la réparation de téléphones portables, Save. Ses clients, ainsi que ceux de la marque Sosh, ont accès à davantage de point de réparation.",https://www.clubic.com/actualite-539435-orange-se-renforce-pour-accelerer-la-reparation-des-telephones-casses-ou-abimes.html,Oui,Non.,Oui
"Vidéo. « On ne maltraite pas nos animaux » : critiqué par des associations de défense des animaux, le directeur du cirque Zavatta répond","Attaqué de toute part par des militants et associations de défense des animaux, Alexandre Muller, directeur du cirque Zavatta qui vient de s’installer à Orange pour quelques jours, s’indigne et assure ne pas comprendre la polémique. Il insiste sur le fait que ces animaux, « sauvages ou non », ne sont pas maltraités. Et affirme respecter scrupuleusement le cadre fixé par la loi de 2021.",https://www.ledauphine.com/societe/2024/10/02/alexandre-muller-directeur-du-cirque-zavatta-on-ne-maltraite-pas-nos-animaux,Non,Non.,Oui
Orange. Animaux sauvages dans les cirques : Zavatta dans le viseur d'une association,"Dans le cadre de sa tournée dans le sud de la France, le cirque Zavatta a décidé de s’installer le 27 septembre à Orange, et d’y rester jusqu’au 6 octobre. Si cette arrivée ravit les spectateurs, elle ne manque pas de faire réagir les défenseurs des animaux.",https://www.ledauphine.com/societe/2024/10/01/animaux-sauvages-dans-les-cirques-zavatta-dans-le-viseur-d-une-association,Non.,Non,Oui
"À la rencontre d’Orange, égérie du Sommet de l’élevage de Clermont-Ferrand",,https://www.leparisien.fr/puy-de-dome-63/a-la-rencontre-dorange-egerie-du-sommet-de-lelevage-de-clermont-ferrand-01-10-2024-BQ5ZR6HZPZGXJLZVUPW275GCFE.php,Non,Non,Oui
Immobilier : pourquoi les ascenseurs risquent de faire exploser les charges de copropriété à partir de 2025,"Progrès technologique oblige, les grands opérateurs (Orange, SFR ou Bouygues) vont abandonner peu à peu la 2G et la 3G. Problème : ces systèmes sont encore utilisés aujourd’hui par la majorité des alarmes",https://www.sudouest.fr/economie/mon-argent/immobilier-pourquoi-les-ascenseurs-risquent-de-faire-exploser-les-charges-de-copropriete-a-partir-de-2025-21587620.php,Non,Non.,Non
Orange signe un contrat d’achat d’électricité auprès d’un parc hybride,Le groupe s’engage à acheter de l’énergie dans le cadre d’un projet de 84 millions d’euros monté par ZE Energy.,https://www.agefi.fr/cash-risk/actualites/orange-signe-un-contrat-dachat-delectricite-aupres-dun-parc-hybride,Oui,Non.,Oui
"""Je suis entièrement isolé…"" Sans internet depuis 4 mois, un septuagénaire se débat pour ""reprendre une vie normale"" dans son village aveyronnais","La déconnexion, certains en rêvent, d’autres la déplorent. C’est le cas d’Alain Jouly, qui n’a plus de réseau depuis mi-juin. Complètement isolé, il se bat avec Orange pour récupérer sa connexion et reprendre une vie...",https://www.ladepeche.fr/2024/09/27/je-suis-entierement-isole-sans-internet-depuis-quatre-mois-un-septuagenaire-se-debat-en-vain-pour-reprendre-une-vie-normale-dans-son-petit-village-12223103.php,Non,Non.,Oui
Orange Business renforce son campus rennais et mise sur une ère de croissance autour du numérique,"Orange Business renforce son ancrage en région rennaise, avec désormais 3 300 salariés rassemblés sur le campus Orange Islands de Cesson-Sévigné. La filiale B to B d’Orange veut accélérer sa transformation vers la digitalisation. La cybersécurité, le cloud et l’IA sont érigés en modèle pour sa croissance future.",https://www.lejournaldesentreprises.com/article/orange-business-renforce-son-campus-rennais-et-mise-sur-une-ere-de-croissance-autour-du-numerique-2103965,Oui,Non,Oui
Fini la 5G offerte pour les abonnés Orange et Sosh !,"Orange, qui avait offert la 5G à ses clients et à ceux de sa marque Sosh tout cet été, a mis fin à ce petit cadeau. L'arrêt était programmé, même si certains seront sans doute surpris.",https://www.clubic.com/actualite-538703-fini-la-5g-offerte-pour-les-abonnes-orange-et-sosh.html,Non.,Non.,Oui
Orange se retire de Wall Street après 27 ans de cotation,"Face à des exigences réglementaires de plus en plus contraignantes, le géant français des télécoms a choisi de recentrer ses efforts sur ses marchés principaux en Europe, tout en assurant une transition douce pour ses investisseurs.",https://www.journaldunet.com/business/1533817-orange-se-retire-de-wall-street-apres-27-ans/,Oui,Non,Oui
"Orange, Thales, AT&T… La colère monte contre les hausses de prix de VMware","Les clients du spécialiste de la virtualisation de serveurs, récemment racheté par Broadcom, dénoncent une nouvelle politique tarifaire qui s'est traduite par une forte hausse des prix.",https://www.usine-digitale.fr/article/orange-thales-at-t-la-colere-monte-contre-les-hausses-de-prix-de-vmware.N2219273,Oui,Non.,Oui
Vaucluse. Meurtre à Orange : le suspect placé en détention,"Après avoir fait des aveux partiels dans l’affaire du meurtre dans un appartement d’Orange, un homme a été placé en détention provisoire.",https://www.ledauphine.com/faits-divers-justice/2024/09/25/meurtre-a-orange-le-suspect-place-en-detention,Non.,Non,Non
C’est la fin de la 5G gratuite chez Orange et Sosh : que faut-il faire pour la garder ?,"Offerte à tous les abonnés Orange et Sosh depuis le début des Jeux olympiques, la 5G redevient payante en octobre. Depuis le 24 septembre, les abonnés concernés commencent à recevoir un SMS sur la fin de l'opération.",https://www.numerama.com/tech/1814504-cest-la-fin-de-la-5g-gratuite-chez-orange-et-sosh-que-faut-il-faire-pour-la-garder.html,Non,Non,Oui
Orange annonce se retirer de la Bourse de New York,Le géant français des télécoms cherche à rassurer ses clients et partenaires sur cette mesure qui ne vise qu’à «améliorer le fonctionnement interne» de l’entreprise.,https://www.lefigaro.fr/societes/orange-annonce-se-retirer-de-la-bourse-de-new-york-20240925,Oui,Non,Oui
"Privés de réseau mobile depuis 2 mois, des abonnés d'Orange se font rembourser sur demande","À cause de la réparation difficile d'une antenne mobile, des centaines de clients Orange n'ont plus de réseau mobile depuis deux mois. Fort heureusement, l'opérateur peut les rembourser.",https://www.clubic.com/actualite-538379-prives-de-reseau-mobile-depuis-2-mois-des-abonnes-d-orange-se-font-rembourser-sur-demande.html,Oui,Non.,Oui
"Orange. Poignardé, il se vide de son sang et son meurtrier prend la fuite","Un homme de 36 ans est mort, victime d’un coup de couteau au niveau d’un membre inférieur, dans la nuit du 21 au 22 septembre. Le crime a été commis dans un appartement, à Orange. La police est à la recherche du meurtrier.",https://www.ledauphine.com/faits-divers-justice/2024/09/22/poignarde-il-se-vide-de-son-sang-et-son-meurtrier-prend-la-fuite,Non.,Non.,Non
"Les forfaits 5G d'Orange, SFR et Bouygues peuvent avoir un vilain défaut, ce qu'il faut vérifier",Beaucoup d'opérateurs proposent désormais des offres 5G pour votre mobile. Sans avoir le réseau qui va avec...,https://www.linternaute.com/hightech/mobile/6205147-article-fausse-5g/,Non,Non,Oui
"Box 5G : notre comparatif des offres internet disponibles chez SFR, Bouygues, Orange et Free","Avec la montée en puissance des réseaux mobiles, les box 5G se positionnent aujourd'hui comme des solides alternatives à la fibre optique, notamment dans les zones où l'installation de la fibre tarde à se déployer. La promesse ? Une connexion internet rapide, et surtout facile à installer avec moins d’encombrements. Dans ce guide, on passe en revue les meilleures offres internet du marché afin de vous aider à faire le bon choix en fonction de votre usage et de votre localisation.",https://www.numerama.com/tech/1809902-box-5g-notre-comparatif-des-offres-internet-disponibles-chez-sfr-bouygues-orange-et-free.html,Non,Non,Non
5G SA ou 5G+ : quelle est cette « vraie 5G » dont parlent les opérateurs en France ?,"D'ici 2025, tous les opérateurs français devraient commercialiser des offres 5G+, avec un réseau 5G SA parfois présenté comme de « la vraie 5G ». Free Mobile et Orange ont commencé à communiquer, pendant que les autres poursuivent leurs tests. Voilà ce qu'il y a à savoir sur cette technologie, ses avantages et son calendrier.",https://www.numerama.com/tech/1810836-5g-sa-ou-5g-quelle-est-cette-vraie-5g-dont-parlent-les-operateurs-en-france.html,Oui,Non,Oui
"Pour diffuser lui aussi la ""vraie 5G"", la 5G SA, Orange choisit de lancer une offre... pour la maison","Dans la foulée de l'annonce de son meilleur ennemi et concurrent Free, Orange a répondu en dévoilant le lancement d'une offre 5G+ Home, basée sur la 5G SA. Son arrivée est prévue le 10 octobre.",https://www.clubic.com/actualite-537977-pour-diffuser-lui-aussi-la-vraie-5g-la-5g-sa-orange-choisit-de-lancer-une-offre-pour-la-maison.html,Oui,Non.,Oui
Orange s'apprête à mettre fin aux services de plusieurs millions de smartphones d'ici 2025,Le déploiement de la 5G coïncide avec l'arrêt de nombreux anciens smartphones chez Orange.,https://www.linternaute.com/hightech/mobile/6207047-article-orange-fin-2g/,Oui,Non.,Oui
5G SA : Orange répond à Free avec la 5G+,Free a pris les devants en matière de communication pour la 5G SA à destination du grand public. Orange répond avec une offre 5G+ Home plus singulière.,https://www.generation-nt.com/actualites/5g-orange-home-free-2050731,Non,Non,Oui
Orange lance la 5G+ pour répondre à Free… mais n’est pas encore prêt à la déployer,"Quelques heures après Free Mobile, qui commence à déployer la 5G SA en France, Orange a annoncé par communiqué de presse l'ouverture d'une nouvelle offre « 5G+ home », qui utilise aussi un cœur de réseau 5G. Elle est destinée aux personnes sans accès à la fibre.",https://www.numerama.com/tech/1810792-orange-lance-la-5g-pour-repondre-a-free-mais-nest-pas-encore-pret-a-la-deployer.html,Oui,Non.,Oui
Orange implante une nouvelle boutique en Moselle,,https://www.lejournaldesentreprises.com/breve/orange-implante-une-nouvelle-boutique-en-moselle-2103280,Non,Non,Oui
Drôme. Un automobiliste perd la vie dans une sortie de route à Tulette,"Un dramatique accident a coûté la vie à un automobiliste, mercredi 18 septembre au matin, sur la route départementale 576 (route d’Orange), à Tulette, dans le Sud-Drôme.",https://www.ledauphine.com/faits-divers-justice/2024/09/18/un-automobiliste-perd-la-vie-dans-une-sortie-de-route-a-tulette,Non,Non.,Non
Vaucluse. Un homme de 21 ans décède dans un accident à Courthézon : ce qu'il s'est passé,"Mardi 17 septembre, peu avant 15 heures, route d’Orange, à la hauteur de Courthézon, un tragique accident s’est produit entre une camionnette et un poids lourd. Faisant un mort et un blessé grave. Durant 4 h 30, la circulation était fermée.",https://www.ledauphine.com/faits-divers-justice/2024/09/17/un-homme-de-21-ans-decede-dans-un-accident-a-courthezon-ce-qu-il-s-est-passe,Non,Non,Non
"Courthézon. Accident entre une camionnette et un poids lourd, un vingtenaire décède sur le coup","Peu avant 15 heures, ce mardi 17 septembre, un grave accident s’est produit sur la route d’Orange à hauteur de la commune de Courthézon.",https://www.ledauphine.com/faits-divers-justice/2024/09/17/accident-grave-sur-la-route-d-orange-la-circulation-est-coupee-dans-les-deux-sens,Non,Non.,Non
Un forum pour l'emploi à Orange,Vous voulez rencontrer les différentes entreprises du territoire d'Orange ?,https://www.francebleu.fr/emissions/le-bon-plan-emploi/un-forum-pour-l-emploi-a-orange-7113350,Non,Non,Oui
Orange : la fibre à 20 € + 2 mois offerts pour la rentrée !,"Découvrez l'offre Just Livebox Fibre d'Orange, une solution économique sans décodeur TV, avec en prime deux mois gratuits pour la rentrée",https://www.generation-nt.com/actualites/forfait-orange-internet-box-just-livebox-fibre-pas-cher-2050561,Non.,Non.,Oui
"ENTRETIEN. Hausse des tarifs, couacs de la fibre, projets… : la directrice générale d’Orange répond","Directrice générale du groupe Orange, Christel Heydemann est l’une des trois patronnes du Cac 40. Elle a participé au Forum économique breton, les 11 et 12 septembre 2023. Et accordé à « Ouest-France » un entretien. L’occasion de l’interroger sur les préoccupations des usagers et l’ancrage territorial de l’entreprise.",https://www.ouest-france.fr/high-tech/orange/entretien-hausse-des-tarifs-couacs-de-la-fibre-projets-la-directrice-generale-dorange-repond-4ed89b7e-7053-11ef-bf8c-5742d8eb2cd3,Oui,Non.,Oui
"""House of Cards"", ""Orange is the new black"", ""Lupin"": les séries qui ont fait Netflix","Netflix, qui fête ses 10 ans d'existence en France ce samedi, a bouleversé notre façon de consommer des séries. Quelques-unes ont marqué l'histoire de la plateforme. ",https://www.bfmtv.com/people/series/house-of-cards-orange-is-the-new-black-lupin-les-series-qui-ont-fait-netflix_AN-202409140344.html,Non,Non,Non
En images. Francis Cabrel écourte son premier concert au théâtre antique d'Orange... à cause du froid,"Qui aurait pensé qu'il puisse faire aussi froid un 13 septembre à Orange (Vaucluse) ? C'est devant un public transi, dans un hémicycle balayé par le mistral, que Francis Cabrel a donné vendredi soir le premier de ses deux concerts prévus dans le monument romain. Finalement, au bout d'un peu plus d'une heure, le célèbre chanteur, frigorifié, a annoncé qu'il allait encore interpréter trois titres, puis mettre fin à sa prestation. Au total, le spectacle a duré environ 1 h 30. Ce samedi matin, la nouvelle a fait le tour du web, certains spectateurs se demandant si le second concert, prévu ce samedi 14 septembre, alors que le mistral souffle toujours, va être maintenu (ce n'est qu'une hypothèse car aucune information n'a été donnée dans ce sens par les organisateurs). En attendant, de nombreuses personnes tentent de revendre leurs billets pour samedi soir sur les réseaux sociaux.",https://www.ledauphine.com/culture-loisirs/2024/09/14/francis-cabrel-ecourte-son-premier-concert-a-cause-du-froid,Non.,Non.,Non
Cet opérateur bouscule Bouygues et Orange avec une offre sans précédent,"En 2024, la majorité des opérateurs de téléphonie mobile proposent des offres attractives. Cela dit, l'un d'entre eux se démarque en proposant des forfaits mobiles flexibles, qui permettent de faire des économies conséquentes très facilement. ",https://www.presse-citron.net/?p=624885,Oui,Non.,Oui
Orange rejoint une alliance historique avec 11 géants des télécoms pour développer des APIs communes,"Les mastodontes mondiaux des télécoms, Orange en tête, ont annoncé s'unir pour créer une plateforme d'APIs réseau, par l'intermédiaire d'une nouvelle société. Ensemble, ils ouvrent la voie au développement de nouvelles applications et fonctionnalités.",https://www.clubic.com/actualite-537401-orange-rejoint-une-alliance-historique-avec-11-geants-des-telecoms-pour-developper-des-apis-communes.html,Oui,Non.,Oui
"Orange / Sosh : une option facturée 1 € par mois pendant 3 mois au lieu de 11,99 €/mois !","Orange propose une vente flash exceptionnelle pour ses abonnés, proposant une option à seulement 1 €/mois pendant trois mois, une offre valable également pour les clients Sosh.",https://www.generation-nt.com/actualites/orange-sosh-deezer-premium-famille-forfait-mobile-box-internet-pas-cher-2050478,Oui,Non,Oui
"Xavier Niel a ""envie de foutre le bordel"", et le dit en se moquant d'Orange","Mercredi matin, Xavier Niel dit s'être réveillé avec « une sacrée envie de foutre le bordel », en référence au titre de son prochain livre. Le patron de Free se moque d'ailleurs d'Orange, en dédiant à son concurrent préféré la couverture du bouquin.",https://www.clubic.com/actualite-537095-xavier-niel-a-envie-de-foutre-le-bordel-et-le-dit-en-se-moquant-d-orange.html,Oui,Non,Oui
"Vaucluse. Avec 180 000 spectateurs, l’été record du théâtre antique d’Orange",Ce n’est pas terminé puisque le théâtre antique accueillera notamment deux soirées à guichets fermés avec Francis Cabrel les 13 et 14 septembre.,https://www.ledauphine.com/culture-loisirs/2024/09/09/avec-180-000-spectateurs-l-ete-record-du-theatre-antique-d-orange,Non.,Non.,Non
"A Orange, Zemmour règle ses comptes avec la politique","La cité de  Frédéric Mistral n’a jamais aussi bien porté son nom. Et les quelques nuages gris poussés par le vent auront permis de cacher brièvement les rayons généreux du...
L’article A Orange, Zemmour règle ses comptes avec la politique est apparu en premier sur Valeurs actuelles.",https://www.valeursactuelles.com/clubvaleurs/politique/a-orange-zemmour-regle-ses-comptes-avec-la-politique,Non,Non.,Non
"Université d’été de Reconquête : à Orange, les fidèles d'Eric Zemmour refusent de broyer du noir","Ils étaient près de 2000 dans le Vaucluse pour le rassemblement annuel du parti d’Éric Zemmour. Après les départs de Marion Maréchal et du sénateur Stéphane Ravier, les militants s’inquiètent pour l’avenir du parti, et Zemmour se lance dans « l’antipolitique » avec son escouade d'influenceurs.",https://www.marianne.net/politique/universite-dete-de-reconquete-a-orange-les-fideles-d-eric-zemmour-refusent-de-broyer-du-noir,Non,Non.,Non
5 séries à voir après Prison Break sur Netflix,"La série culte du début des années 2000 revient sur Netflix pour notre plus grand bonheur (ou pas). Si vous connaissez déjà l'intégrale de Prison Break par cœur, voici 5 séries similaires qui devraient vous plaire, à découvrir en streaming : Le Détenu, Orange is the New Black, La Casa de Papel, Blacklist ainsi que Oz, sur Paramount+.",https://www.numerama.com/pop-culture/1803160-5-series-a-voir-apres-prison-break-sur-netflix.html,Non,Non.,Non
Reconquête : Éric Zemmour fait sa rentrée politique à Orange,"Ce samedi, le parti Reconquête tiendra son université d’été à Orange, dans le Vaucluse. Avec une quarantaine d’élus en France, Reconquête réunit ses cadres et sympathisants à Orange, une ville...
L’article Reconquête : Éric Zemmour fait sa rentrée politique à Orange est apparu en premier sur Valeurs actuelles.",https://www.valeursactuelles.com/regions/provence-alpes-cote-dazur/vaucluse/no_agglomeration/politique/reconquete-eric-zemmour-fait-sa-rentree-politique-a-orange,Non.,Non,Non
Reconquête : Éric Zemmour fait sa rentrée politique à Orange,"Ce samedi, le parti Reconquête tiendra son université d’été à Orange, dans le Vaucluse. Avec une quarantaine d’élus en France, Reconquête réunit ses cadres et sympathisants à Orange, une ville...
L’article Reconquête : Éric Zemmour fait sa rentrée politique à Orange est apparu en premier sur Valeurs actuelles.",https://www.valeursactuelles.com/?p=332294,Non,Non,Non
Bouygues et Orange dépassés par le forfait mobile exceptionnel de cet opérateur,"Changer de forfait mobile pour la rentrée peut être une excellente idée. Si vous n'êtes pas pleinement satisfait de votre opérateur, vous pourriez être tenté d'aller voir ailleurs. Justement, un acteur se distingue de la plus belle des manières, en proposant un forfait unique en son genre.",https://www.presse-citron.net/?p=623889,Non,Non,Oui
"Après la tempête, Reconquête fait sa rentrée politique à Orange",,https://www.la-croix.com/apres-la-tempete-reconquete-fait-sa-rentree-politique-a-orange-20240907,Non,Non (Pour la première information) Non (Pour la deuxième information),Oui
"Autoroute A7 : Un camion transportant un char se renverse à hauteur d’Orange, cinq blessés légers",,https://www.20minutes.fr/faits_divers/4108829-20240906-autoroute-a7-camion-transportant-char-renverse-hauteur-orange-cinq-blesses-legers,Non,Non.,Non
Un accident provoque d’importants ralentissements sur l’autoroute A7 à hauteur d’Orange,,https://www.leparisien.fr/faits-divers/un-accident-provoque-dimportants-ralentissements-sur-lautoroute-a7-a-hauteur-dorange-06-09-2024-WWQPHOTU6FAB7OD7BZU5NZKPME.php,Non,Non,Non
Au coeur de l'usine qui produit en France les nouveaux poteaux teléphoniques d'Orange,"L’usine Transalpes Composite, implantée depuis fin 2021 à Saint-Loup dans l’Allier, est devenue l’unique fournisseur français de l’opérateur Orange en poteaux téléphoniques composites. Un business juteux qui appellera bientôt de nouveaux investissements. Sur l’ancienne base militaire de Saint-Loup (Allier), […] Lire l'article",http://www.usinenouvelle.com/article/au-coeur-de-l-usine-qui-produit-en-france-les-nouveaux-poteaux-telephoniques-d-orange.N2218023,Oui,Non,Oui
Orange laisse ouvert son réseau 5G à ses clients 4G,La fête n'est pas encore finie pour la 5G gratuite d'Orange. L'opérateur joue les prolongations pour les abonnés d'un forfait 4G mobile.,https://www.generation-nt.com/actualites/orange-5g-offerte-sosh-jeux-olympiques-prolongation-2050341,Non,Non,Oui
Vaucluse. L’autoroute A7 coupée en direction de Marseille après l’accident d’un poids lourd,"Un accident impliquant un poids lourd s’est produit ce vendredi 6 septembre, vers 13 h 30, sur l’autoroute A7, entre les échangeurs d’Orange nord-Piolenc (N°20) et d’Orange centre (N°21), en direction de Lyon.",https://www.ledauphine.com/faits-divers-justice/2024/09/06/l-autoroute-a7-coupee-en-direction-de-marseille-apres-l-accident-d-un-poids-lourd,Non,Non.,Non
"Orange prolonge la 5G gratuite jusqu’à fin septembre, après avoir battu des records","Pendant les deux courses de Léon Marchand sur 200 mètres, le trafic mobile d'Orange a battu son record historique, en atteignant un pic d'1,86 térabit par seconde. La 5G gratuite, qui devait s'arrêter le 8 septembre avec la fin des Jeux paralympiques, va s'étendre jusqu'à la fin du mois.",https://www.numerama.com/tech/1802676-orange-prolonge-la-5g-gratuite-jusqua-fin-septembre-apres-avoir-battu-des-records.html,Oui,Non.,Oui
France Bleu Alsace vous offre un téléphone Samsung à l'occasion de la Foire Européenne avec Orange !,"A l'occasion de la Foire Européenne de Strasbourg, France Bleu Alsace vous offre un téléphone Samsung en partenariat avec Orange. Inscrivez-vous en ligne au tirage au sort dans cet article afin de remporter votre téléphone  📱 portable 📱!",https://www.francebleu.fr/vie-quotidienne/jeux/france-bleu-alsace-vous-offre-un-telephone-samsung-a-l-occasion-de-la-foire-europeenne-avec-orange-3064574,Non,Non.,Non
Minimax : le nouveau générateur vidéo d'IA - 04/09,"Ce mercredi 4 septembre, François Sorel a reçu Frédéric Simottel, journaliste BFM Business, Enguérand Renault, consultant chez Image 7, ancien journaliste au Figaro, et Yves Maître, operating partner Jolt capital et consultant, ancien PDG de HTC. Ils se sont penchés sur le nouveau processeur de Qualcomm, le logiciel Minimax générateur vidéo d'IA, la fin du collaboration d'Orange avec Huawei dans le cloud, et les ondes téléphoniques, dans l'émission Tech & Co, la quotidienne, sur BFM Business. Retrouvez l'émission du lundi au jeudi et réécoutez la en podcast.",https://www.bfmtv.com/economie/replay-emissions/tech-and-co/minimax-le-nouveau-generateur-video-d-ia-04-09_VN-202409040910.html,Non.,Non.,Oui
"Orange et Huawei, relation terminée en France : dans le 5G et le Cloud, le géant chinois plus esseulé que jamais","Les entreprises Orange et Huawei ont mis fin à leur offre commune dans le Cloud. Ensemble, elles étaient parties pour conquérir les 200 plus grosses sociétés françaises. La firme chinoise est toujours plus fragilisée dans l'Hexagone.",https://www.clubic.com/actualite-536216-orange-et-huawei-relation-terminee-en-france-dans-le-5g-et-le-cloud-le-geant-chinois-plus-esseule-que-jamais.html,Oui,Non,Oui
Vaucluse. Fraude présumée : les chefs de la police municipale de Bollène en garde à vue,"Le chef de la police municipale (PM) de Bollène, son adjoint, et l’ancien patron de la PM ont été mis en garde à vue le 3 septembre. La directrice générale des services a été entendue librement. La brigade de recherches de la compagnie d’Orange travaille sur de potentiels détournements de fonds publics.",https://www.ledauphine.com/faits-divers-justice/2024/09/03/fraude-presumee-les-chefs-de-la-police-municipale-en-garde-a-vue,Non.,Non.,Oui
Vous déménagez ? Orange vous simplifie la vie avec ce nouveau service,Une nouvelle offre à connaître.,https://www.presse-citron.net/?p=623355,Non,Non.,Oui
"Mila, Marguerite Stern… Reconquête place sa rentrée politique sous le signe du combat culturel","« Plus de 1400 inscrits et les cadres locaux présents », se réjouit un cadre du parti zemmouriste. La rentrée politique de Reconquête aura lieu à Orange, la ville dirigée pendant plusieurs...
L’article Mila, Marguerite Stern… Reconquête place sa rentrée politique sous le signe du combat culturel est apparu en premier sur Valeurs actuelles.",https://www.valeursactuelles.com/clubvaleurs/politique/mila-marguerite-stern-reconquete-place-sa-rentree-politique-sous-le-signe-du-combat-culturel,Non,Non,Non
"Mila, Marguerite Stern… Reconquête place sa rentrée politique sous le signe du combat culturel","« Plus de 1400 inscrits et les cadres locaux présents », se réjouit un cadre du parti zemmouriste. La rentrée politique de Reconquête aura lieu à Orange, la ville dirigée pendant plusieurs...
L’article Mila, Marguerite Stern… Reconquête place sa rentrée politique sous le signe du combat culturel est apparu en premier sur Valeurs actuelles.",https://www.valeursactuelles.com/?p=331100,"Non, cette information n'est pas pertinente pour être associée à la fiche entreprise dédiée d'Orange en tant qu'information récente. Elle concerne un événement politique organisé dans la ville d'Orange, mais ne relate pas directement une information concernant l'entreprise Orange elle-même ou son activité.",Non.,Non
La Fibre à moins de 20 € ? Orange sort une nouvelle offre avec 2 mois d’abonnement pour la rentrée,"[Deal du jour] Les vacances sont souvent l'occasion idéale pour se déconnecter, mais à quelques semaines de leur fin, les opérateurs préparent déjà leurs offres de rentrée. Actuellement, Orange propose une intéressante offre Livebox Fibre avec deux mois gratuits pour adoucir la transition vers la fin de l'été.",https://www.numerama.com/tech/1795472-la-fibre-a-moins-de-20-e-orange-sort-une-nouvelle-offre-avec-2-mois-dabonnement-pour-la-rentree.html,Oui,Non.,Oui
Orange is the New Black : Que devient Uzo Aduba alias Suzanne la Folle Dingue ?,"Dans Orange is the New Black, Uzo Aduba incarnait Suzanne la Folle Dingue. Cinq ans après la fin de la série, l’actrice est à l’affiche d’un film touchant sur l’amitié, disponible sur Disney+.lire la suite sur Télé-Loisirs.fr",https://www.programme-tv.net/news/evenement/disney-plus-streaming/359371-orange-is-the-new-black-que-devient-uzo-aduba-alias-suzanne-la-folle-dingue,Non,Non,Non
Près de 250 salariés ont déjà profité du congé respiration d’Orange,"[Le travail se réinvente 2/5] Depuis 2022, le groupe Orange propose à ses collaborateurs de s’absenter plusieurs mois de l’entreprise afin de réaliser une expérience professionnelle dans une autre structure. Près de 250 d'entre eux en ont déjà profité avec seulement deux démissions à la clé. Acheteur […] Lire l'article",http://www.usinenouvelle.com/editorial/pres-de-250-salaries-ont-deja-profite-du-conge-respiration-d-orange.N2216424,Oui,Non,Oui
Bon plan emploi,"A Orange, la boulangerie-pâtisserie ""L'Artisane"" a des postes à pourvoir rapidement.",https://www.francebleu.fr/emissions/le-bon-plan-emploi/bon-plan-emploi-6792292,Non,Non,Oui
Orange : 2 mois offerts sur toute la gamme Livebox pour la rentrée !,"Nouveau client Orange ? Découvrez les offres sur les Livebox : en ce moment, profitez de 2 mois offerts pour toute souscription.",https://www.generation-nt.com/actualites/box-fibre-forfait-orange-serie-speciale-livebox-up-max-pas-cher-2049837,Non,Non.,Oui
Rhône. Retour de vacances : une circulation toujours chargée ce dimanche sur l'A7,"Pour cet avant dernier week-end d'août, la circulation risque d'être compliquée sur l'autoroute A7, notamment entre Lyon et Orange. Bison Futé classe la journée de ce dimanche 25 août en « orange » dans le sens des retours.",https://www.leprogres.fr/transport/2024/08/25/retour-de-vacances-une-circulation-toujours-chargee-ce-dimanche-sur-l-a7,Non.,Non.,Non
Routes des vacances : l'incendie d'un poids lourd provoque de fortes perturbations,"En cette journée rouge sur le retour des lieux de villégiature, l'autoroute A9 qui relie Orange à Perpignan, en passant par Nîmes, Montpellier, Béziers et Narbonne, connait de forts ralentissements. 
Les sapeurs-pompiers interviennent sur un feu de remorque de poids lourd au niveau de a commune de Villetelle, juste après la sortie de Gallargues (Gard).",https://www.tf1info.fr/justice-faits-divers/trafic-autoroute-a9-routes-des-vacances-l-incendie-d-un-poids-lourd-provoque-des-perturbations-gallargues-2315895.html,Non,Non.,Non
Métropole de Lyon. Attaque d’une boutique Orange à Montélimar : des jeunes de la région lyonnaise recrutés sur les réseaux sociaux ?,"Quatre jeunes hommes de la région lyonnaise sont soupçonnés d’avoir attaqué, lundi 19 août, la boutique Orange à Montélimar (Drôme). Âgés de 15 à 19 ans, ils auraient été recrutés surles réseaux sociaux.",https://www.leprogres.fr/faits-divers-justice/2024/08/22/attaque-d-une-boutique-orange-a-montelimar-des-jeunes-de-la-region-lyonnaise-recrutes-sur-les-reseaux-sociaux,Non,Non,Oui
